cod_localidad,id_provincia,id_departamento,Observaciones,categoría,subcategoria,provincia,localidad,nombre,domicilio,piso,código postal,cod_area,número de teléfono,mail,web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
18021020,18,18021,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Artesanías Tradicionales Folklóricas,Fray José de la Quintana 905 (Esquina Salta),s/d,W3400BGI,379.0,475 945,s/d,s/d,-27.46284,-58.838877,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
18021020,18,18021,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Ciencias Naturales Dr. Amado Bonpland,San Martin 850,s/d,W3400APR,379.0,475 944,s/d,s/d,-27.4694,-58.8414,Localización precisa,s/d,DNPyM,Provincial,1855,2017
18021020,18,18021,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Histórico De Corrientes Tte. De Gdor. Manuel Cabral De Melo Y Alpoin,9 de Julio 1044,s/d,W3400AYR,379.0,475 946,museohistoricoctes@gigaret.com,www.mecc.edu.ar,-27.4663,-58.8387,Localización precisa,s/d,DNPyM,Provincial,1929,2017
18021020,18,18021,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Corrientes,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,San Juan 634,s/d,W3400CBD,379.0,475 947,museobellasartesctes@gtgared.com,s/d,-27.4646,-58.8366,Localización precisa,s/d,DNPyM,Provincial,1963,2017
18035020,18,18035,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Curuzú Cuatiá,Museo Histórico Municipal Tarragó Ros,Irastorza y Las Heras,s/d,3460,3774.0,422 122,s/d,s/d,-29.794001,-58.049928,Localización precisa,s/d,DNPyM,Municipal,2005,2017
18035020,18,18035,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Curuzú Cuatiá,Museo De La Fe Y La Tradición,Irastorza y Las Heras,s/d,3460,3774.0,422 122,s/d,s/d,-29.794001,-58.049928,Localización precisa,s/d,DNPyM,Municipal,2007,2017
18070020,18,18070,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Goya,Casa De La Cultura,Gdor. Juan E. Martínez 687,s/d,W3450BYM,3777.0,432 693,s/d,s/d,-29.143833,-59.260488,Localización precisa,s/d,DNPyM,Municipal,1996,2017
18084020,18,18084,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Ituzaingó,Museo Clarisse Coulombie De Goyaud,Pirán 582,s/d,B1714LGL,11.0,4624 4162,s/d,s/d,-34.6565,-58.6721,Localización precisa,s/d,DNPyM,Privada,1984,2017
18105030,18,18105,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Mercedes,Museo De Bellas Artes Y Biblioteca Popular Domingo Faustino Sarmiento,Calle 29 (Avda. Mitre) Nº 674,s/d,B6600AAB,2324.0,422 492,s/d,s/d,-34.6546,-59.4284,Localización precisa,s/d,DNPyM,s/d,s/d,2017
18105030,18,18105,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Mercedes,Museo Municipal De Ciencias Naturales Carlos Ameghino,Calle 26 N° 512,s/d,B6600GXL,2324.0,420 511,mameghino@mercedes.gob.ar,www.mercedes.gob.ar/blogs/museo/,-34.6509,-59.4285,Localización precisa,s/d,DNPyM,Municipal,1966,2017
18161050,18,18161,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,San Roque,Monumento Histórico Nacional Y Museo Municipal De Arte Sacro Y Antigüedades Correntinas Pbro. Dr. Ángel Esteban Romero,Berón de Astrada y San Martín S/N,s/d,W3448XAT,3777.0,478 907,s/d,s/d,-28.575737,-58.710025,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
18147040,18,18147,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Yapeyu,Museo Sanmartiniano,Avenida Libertador y Aguado S/N,s/d,W3231AKN,3772.0,493 011,s/d,s/d,-29.47512,-56.821096,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
18147040,18,18147,s/d,Espacios de Exhibición Patrimonial,Museos,Corrientes,Yapeyu,Museo Jesuítico De Sitio Guillermo Furlong S.J.,Sargento Cabral y Obispo Romero S/N,s/d,3231,3772.0,493 320,s/d,s/d,-29.471248,-56.816073,Localización precisa,s/d,DNPyM,Provincial,1978,2017
30028010,30,30028,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Chajari,Museo Municipal Ivy Mara Ey - La Tierra Sin Mal,Urquiza y Sarmiento. Ex Estación del Ferrocarril,s/d,E3228DHJ,3456.0,420 730,s/d,s/d,-30.756532,-57.984198,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
30028010,30,30028,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Chajari,Museo Regional Camila Quiroga,Adolfo Repetto 1870,s/d,E3228ALR,3456.0,424 418,museocamilaquiroga@yahoo.com,s/d,-30.746825,-57.9785,Localización precisa,s/d,DNPyM,Municipal,1982,2017
30008020,30,30008,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Histórico Museóloga María Angélica González,Laprida y Moreno,s/d,E3280CLD,s/d,s/d,s/d,s/d,-32.221483,-58.136118,Localización precisa,s/d,DNPyM,Privada,1971,2017
30008020,30,30008,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Colón,Museo Provincial Molino Forclaz,Camino de Los Colonos S/N,s/d,3283,3447.0,472 351,s/d,s/d,-32.225643,-58.141999,Localización precisa,s/d,DNPyM,Provincial,2015,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Evocativo Del Colegio Superior Del Uruguay Justo José De Urquiza,Urquiza 25,s/d,E3260FNA,3442.0,425 554,museo@elhistorico.com.ar,s/d,-32.484417,-58.233049,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo De Belllas Artes De La Biblioteca El Porvenir,San Martín 782,s/d,E3264ABB,3442.0,426 540,bibliomuseo@ciudad.com.ar,s/d,-32.485535,-58.23337,Localización precisa,s/d,DNPyM,Privada,1905,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepcion del Uruguay,Museo Histórico Municipal Casa De Delio Panizza,Supremo Entrerriano 58,s/d,E3260FFB,3442.0,424 210,bibliofcs@rect.uner.edu.ar,s/d,-32.483488,-58.23055,Localización precisa,s/d,DNPyM,Municipal,1978,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo De Historia Natural Pablo G. Lorentz,Urquiza 25,s/d,E3260FNA,3442.0,425 554,s/d,s/d,-32.4844,-58.233,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concepción del Uruguay,Museo Provincial De Dibujo Y Grabado Artemio Alisio,Sarmiento 612,s/d,E3264AMH,3442.0,432 420,s/d,s/d,-32.48646,-58.230271,Localización precisa,s/d,DNPyM,Provincial,1989,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Salto Grande,Ruta 15 (Al Noreste de la Ciudad de Concordia),s/d,3200,345.0,421 6612 INT. 3456,s/d,s/d,-31.352101,-58.008647,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Histórico Militar Coronel Leopoldo Ornstein,San Juan y Arruabarrena S/N,s/d,E3200BBJ,345.0,425 1031,s/d,s/d,-31.370442,-58.007516,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Judío De Entre Ríos,Entre Ríos 476,s/d,E3200ABH,345.0,421 4088,s/d,s/d,-31.399776,-58.019447,Localización precisa,s/d,DNPyM,Privada,s/d,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Del Recuerdo,Coronel Pedro Espino Nº 115,s/d,E3200DWC,345.0,421 7347,s/d,s/d,-31.4016,-58.0173,Localización precisa,s/d,DNPyM,Privada,s/d,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Municipal De Artes Visuales,"Urquiza 638, Planta Alta",s/d,E3200AGJ,345.0,422 8588,museoavcdia@yahoo.com,s/d,-31.3971,-58.0178,Localización precisa,s/d,DNPyM,Municipal,1952,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo De Antropología Y Ciencias Naturales De Concordia,B. Rivadavia 456 Esq. Carriego,s/d,E3200BDF,345.0,421 3149,s/d,s/d,-31.401296,-58.013225,Localización precisa,s/d,DNPyM,Mixta,2001,2017
30015060,30,30015,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Concordia,Museo Regional Municipal Palacio Arruabarrena,Entre Ríos 952,s/d,E3200ACF,345.0,421 1883,museoregionalarrua@hotmail.com,s/d,-31.3913,-58.0175,Localización precisa,s/d,DNPyM,Municipal,1984,2017
30084070,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Crespo,Museo Municipal Del Centenario,San Arnoldo Jassen Entre Tucumán y Córdoba. Bº San José,s/d,E3116ADI,s/d,s/d,s/d,s/d,-32.037077,-60.310747,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
30021080,30,30021,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Diamante,Museo Municipal Regional De Diamante,Pedro Serrano 425,s/d,E3105DZI,343.0,498 1024,culturadte@hotmail.com,s/d,-32.071846,-60.637209,Localización precisa,s/d,DNPyM,Municipal,1999,2017
30028070,30,30028,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De Los Asentamientos,Irigoyen y Las Rosas,s/d,E3206BSB,s/d,s/d,s/d,s/d,-30.986588,-57.918031,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30028070,30,30028,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo Del Termalismo,Av. San Martín y Las Hortensias,s/d,E3206APR,3456.0,481 586,s/d,s/d,-30.990957,-57.917085,Localización precisa,s/d,DNPyM,Privada,s/d,2017
30028070,30,30028,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Federación,Museo De La Imagen Eladio Fernández Piaggio,Las Hortensias S/N,s/d,3206,3456.0,481 035,s/d,s/d,-30.996593,-57.929615,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30088010,30,30088,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,General Campos,Museo Regional Malva Emparanza,Herminio y Quiroz S/N,s/d,s/d,345.0,490 138,museoregionalgralcampos@yahoo.com.ar,s/d,-31.53351,-58.40057,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30049040,30,30049,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Casa De La Cultura Museo Quirós,s/d,s/d,E2840BUC,s/d,s/d,s/d,s/d,-33.150329,-59.310469,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30049040,30,30049,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Del Ferrocarril,Ex Estación Terminal del Ferrocarril General Urquiza,s/d,2840,3444.0,424 110,s/d,s/d,-33.150959,-59.315028,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30049040,30,30049,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo De Paleontología Dr. Diego Echazarreta,Tratado del Pilar y López Pilar. Manzana de la Escuela Nº 20,s/d,2840,3444.0,481 068,s/d,s/d,-33.150959,-59.315028,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30049040,30,30049,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguay,Museo Histórico Juan Bautista Ambrosetti,San Antonio (Norte) 230,s/d,E2840DTF,3444.0,424 105 INT. 22,museoambrosetti@yahoo.com,s/d,-33.14357,-59.312995,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
30056070,30,30056,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Instituto Magnasco Y Biblioteca Popular Olegario V. Andrade,Camila Nievas 78,s/d,E2822FED,3446.0,427 287,s/d,s/d,-33.0096,-58.5094,Localización precisa,s/d,DNPyM,Privada,1898,2017
30056070,30,30056,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Azotea De Lapalma,San Luis 350,s/d,E2820FOH,3446.0,437 028,derudi7@hotmail.com,s/d,-33.0036,-58.5262,Localización precisa,s/d,DNPyM,Municipal,1986,2017
30056070,30,30056,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Agricola Regional,Urquiza al Oeste y Ruta 14,s/d,E2820AER,3446.0,426 357,museoagricolasrg@yahoo.com.ar,s/d,-33.0124,-58.6067,Localización precisa,s/d,DNPyM,Privada,2003,2017
30056070,30,30056,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo Ferroviario Gualeguaychú,Avda. Maestra Piccini Entre Ayacucho y Maipú,s/d,E2822DZK,3446.0,437 034,parqueestacion@hotmail.com,s/d,-33.0176,-58.5198,Localización precisa,s/d,DNPyM,Municipal,2007,2017
30056070,30,30056,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Gualeguaychú,Museo De La Ciudad Casa De Haedo,San José 105,s/d,E2820EKC,3446.0,437 036,azoteadelapalma@yahoo.com.ar,s/d,-33.007,-58.5121,Localización precisa,s/d,DNPyM,Municipal,1987,2017
30070040,30,30070,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Municipal De Bellas Artes,Italia 1043,s/d,E3190DNK,3437.0,424 635,s/d,s/d,-30.741127,-59.643546,Localización precisa,s/d,DNPyM,Municipal,1997,2017
30070040,30,30070,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,La Paz,Museo Regional Municipal Alicia González Castrillón,3 de Febrero y French,s/d,E3190AAB,3437.0,421 265,s/d,s/d,-30.73796,-59.645514,Localización precisa,s/d,DNPyM,Municipal,1972,2017
30021150,30,30021,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Libertador Norte,Museo Histórico Municipal Dr. Roberto Habenicht,Linares Cardoso 330,s/d,E3103XAF,343.0,491 0082,s/d,s/d,-32.07906,-60.463854,Localización precisa,s/d,DNPyM,Municipal,2000,2017
30077070,30,30077,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Nogoya,Museo Municipal De Nogoyá,25 de Mayo 687,s/d,E3150AFI,3435.0,423 169,s/d,s/d,-32.402257,-59.78783,Localización precisa,s/d,DNPyM,Municipal,1987,2017
30084150,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Regional Conrado Hasenauer,Los Tordos (Detrás del Complejo Municipal de Piletas),s/d,E3100XAD,s/d,s/d,s/d,s/d,-31.82817,-60.518265,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
30084150,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Oro Verde,Museo Carl Sagan Asociación Entrerriana De Astronomía,Complejo Esc. Alberdi - Observatorio Oro Verde,s/d,E3100XAD,343.0,434 0229,s/d,s/d,-31.82817,-60.518265,Localización precisa,s/d,DNPyM,Privada,1986,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Barrial De Puerto Viejo Y Cuesta Los Vascos,Av. Estrada 1057,s/d,E3100EOA,343.0,422 9871,s/d,s/d,-31.714455,-60.541678,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De La Ciudad Dr. Cesar Blas Pérez Colman,Buenos Aires 226,s/d,E3100BQF,343.0,421 1884,s/d,s/d,-31.7294,-60.5307,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Sitio Santos Domínguez Y Berguria,Monte Caseros y Urquiza,s/d,E3100ACA,343.0,421 8253,s/d,s/d,-31.732574,-60.528563,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Y Mercado Provincial De Artesanías De Entre Ríos,Urquiza 1239,s/d,E3100FFC,343.0,420 8891,s/d,s/d,-31.7366,-60.517,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Interactivo De Ciencias Puerto Ciencia,B. Racedo y Pascual Palma,s/d,E3100IDH,343.0,420 2240,s/d,s/d,-31.74596,-60.528707,Localización precisa,s/d,DNPyM,Nacional,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo De Ciencias Naturales Y Antropológicas Prof. Antonio Serrano,Carlos Gardel 62,s/d,E3100FWB,343.0,420 8894,museoserrano@hotmail.com,s/d,-31.7274,-60.5284,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Histórico De Entre Ríos Martiniano Leguizamón,Buenos Aires y Laprida,s/d,E3100BQF,343.0,420 7869,museohistorico@gmail.com,s/d,-31.7413,-60.5115,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Paraná,Museo Provincial De Bellas Arte Dr. Pedro E. Martínez,Buenos Aires 355,s/d,E3100BQG,43.0,311527,prensabellasartes@yahoo.com.ar,s/d,-31.7276,-60.53,Localización precisa,s/d,DNPyM,Provincial,1981,2017
30091100,30,30091,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Rosario del Tala,Museo Municipal Rosario Del Tala,Urquiza 259,s/d,E3174BLE,s/d,s/d,s/d,s/d,-32.301486,-59.137896,Localización precisa,s/d,DNPyM,Municipal,1965,2017
30008090,30,30008,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San José,Museo Histórico Regional De La Colonia San José,Urquiza 1127,s/d,E3283DHM,3447.0,470 088,museohistorico@ciudad.com.ar,s/d,-32.20197,-58.224486,Localización precisa,s/d,DNPyM,Municipal,1957,2017
30088020,30,30088,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo De La Estación,Giacomelli S/N. Estación de San Salvador,s/d,3218,s/d,s/d,s/d,s/d,-31.62796,-58.5041,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30088020,30,30088,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,San Salvador,Museo Del Arroz,San Martín y Manuel Belgrano,s/d,3218,345.0,491 0035,s/d,s/d,-31.623999,-58.507167,Localización precisa,s/d,DNPyM,Municipal,2008,2017
30084270,30,30084,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Viale,Museo De La Ciudad,Av. Dr. Martín Panutto Nº 277,s/d,E3109AWC,343.0,492 0011,museo@vialedigital.com.ar,s/d,-31.873865,-60.009923,Localización precisa,s/d,DNPyM,s/d,s/d,2017
30113070,30,30113,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villa Domínguez,Museo Y Archivo Histórico Regional De Las Colonias Judías,San Martín 99,s/d,E3246BAA,3455.0,492 191,s/d,s/d,-31.98512,-58.96297,Localización precisa,s/d,DNPyM,Municipal,1985,2017
30113080,30,30113,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo Histórico Regional Municipal,Juan Hermelo 519,s/d,E3240DNK,3455.0,424 222,s/d,s/d,-31.867872,-59.02908,Localización precisa,s/d,DNPyM,Municipal,1982,2017
30113080,30,30113,s/d,Espacios de Exhibición Patrimonial,Museos,Entre Ríos,Villaguay,Museo De Antropología Indígena Tierra De Minuanes,Caseros 426,s/d,E3240BTR,s/d,s/d,s/d,s/d,-31.869937,-59.027312,Localización precisa,s/d,DNPyM,Municipal,2008,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,s/d,Entre Ríos,Concepción del Uruguay,Sala Evocativa De La Ribera,Avda. Paysandú y Spiro,s/d,3260,3442.0,424210,s/d,s/d,-32.487776,-58.232083,Localización precisa,s/d,Gobierno de la Provincia,s/d,s/d,2017
30098040,30,30098,s/d,Espacios de Exhibición Patrimonial,s/d,Entre Ríos,Concepción del Uruguay,Yuchan,Galarza y Supremo Entrerriano,s/d,3260,3442.0,441602,juanjorossi@argentina.com,s/d,-32.487776,-58.232083,Localización precisa,s/d,Gobierno de la Provincia,s/d,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,s/d,Entre Ríos,Paraná,Casa De La Cultura De Entre Ríos,Carbó 194,s/d,3100,343.0,4207901,casaculturaentrerios@yahoo.com.ar,s/d,-31.7373,-60.5317,Localización precisa,s/d,Gobierno de la Provincia,s/d,s/d,2017
30084160,30,30084,s/d,Espacios de Exhibición Patrimonial,s/d,Entre Ríos,Paraná,Fototeca De Entre Ríos,Irigoyen 329,s/d,3100,343.0,4030283,info@eduardosegura.com.ar,s/d,-31.7391,-60.5259,Localización precisa,s/d,Gobierno de la Provincia,s/d,s/d,2017
34014020,34,34014,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo De La Policía,Barrio 2 de Abril,s/d,3600,s/d,s/d,s/d,s/d,-26.175324,-58.197289,Localización precisa,s/d,DNPyM,s/d,s/d,2017
34014020,34,34014,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Del Suri,Calle O` Higgins - Barrio San Miguel,s/d,3600,s/d,s/d,s/d,s/d,-26.180813,-58.201477,Localización precisa,s/d,DNPyM,s/d,s/d,2017
34014020,34,34014,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Histórico Y Regional Juan Pablo Duffard,Av. 25 de Mayo 58,s/d,P3600AXN,s/d,s/d,s/d,s/d,-26.181834,-58.165025,Localización precisa,s/d,DNPyM,Provincial,1963,2017
34014020,34,34014,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Formosa,Museo Sacro Cultural Padre Carmelo Sciullo,Barrio Villa del Rosario,s/d,3600,s/d,s/d,s/d,s/d,-26.199295,-58.207721,Localización precisa,s/d,DNPyM,Provincial,2008,2017
34049020,34,34049,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Laguna Blanca,Museo Regional Del Noreste Formoseño,Ruta 86,s/d,3613,s/d,s/d,direccionde patrimonio@formosa.gov.ar,s/d,-25.132826,-58.245879,Localización precisa,s/d,DNPyM,Provincial,s/d,2017
34056040,34,34056,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Pirané,Museo Del Pueblo,"Centro Municipal de Cultura y Deportes, Roque Sáenz Peña y San Lorenzo",s/d,3606,3717.0,461 007,s/d,s/d,-25.733203,-59.10754,Localización precisa,s/d,DNPyM,Municipal,1987,2017
34021060,34,34021,s/d,Espacios de Exhibición Patrimonial,Museos,Formosa,Villa Escolar,Museo De Ciencias Naturales,s/d,s/d,3525,s/d,s/d,s/d,s/d,-26.622292,-58.670418,Localización precisa,s/d,DNPyM,s/d,s/d,2017
38021060,38,38021,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Alto La Viña,Centro Cultural Y Museo Jorge Pasquini López,Víctor Hugo 45,s/d,Y4600XAU,388.0,15 4047 509,s/d,s/d,-24.1826,-65.273,Localización precisa,s/d,DNPyM,Privada,2000,2017
38035040,38,38035,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Calilegua,Museo Regional De Artes Plásticas Casique Calilegua,"Av. Sarmiento, Esq. San Martín",s/d,Y4514BOR,3886.0,430 913,s/d,s/d,-23.774477,-64.76545,Localización precisa,s/d,DNPyM,Municipal,2007,2017
38014040,38,38014,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,El Carmen,Museo Del Automóvil Antiguo,Moreno 52 Esq. Perón,s/d,Y4603CHB,s/d,s/d,s/d,s/d,-24.384874,-65.267697,Localización precisa,s/d,DNPyM,s/d,s/d,2017
38094040,38,38094,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Hornillos,Complejo Cultural Posta De Hornillos,Ruta Nac. N° 9 Km. 73,s/d,Y4622XAK,s/d,s/d,s/d,s/d,-22.080915,-65.997005,Localización precisa,s/d,DNPyM,Provincial,1983,2017
38094020,38,38094,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huacalera,Museo Arqueológico E Histórico De Huacalera,"Calle Lavalle, Esq. Av. 20 de Junio",s/d,Y4626XAI,388.0,495 5204,s/d,s/d,-23.433613,-65.353734,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
38094040,38,38094,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Huichaira,Museo En Los Cerros,Quebrada de Huichaira S/N,s/d,Y4624XAH,11.0,59142134,s/d,s/d,-23.610592,-65.408916,Localización precisa,s/d,DNPyM,s/d,s/d,2017
38028040,38,38028,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Dr. Justiniano Torres Aparicio,Córdoba 115,s/d,Y4630BNC,388.0,422 8993,s/d,s/d,-23.204655,-65.349799,Localización precisa,s/d,DNPyM,Privada,s/d,2017
38028040,38,38028,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Del Patrimonio Intangible,Buenos Aires 433,s/d,Y4630BCI,388.0,15 4173 549,s/d,s/d,-23.206936,-65.348366,Localización precisa,s/d,DNPyM,Privada,s/d,2017
38028040,38,38028,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Arqueológico Municipal,Santa Fe S/N Barrio Centro,s/d,Y4630BCP,3887.0,421 375,s/d,s/d,-23.205505,-65.352316,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
38028040,38,38028,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo Francisco Ramoneda,Salta 214,s/d,Y4630DNF,3887.0,421 066,s/d,s/d,-23.202589,-65.346917,Localización precisa,s/d,DNPyM,Privada,1940,2017
38028040,38,38028,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,Humahuaca,Museo  De Esculturas Nicasio Fernández Mar,Buenos Aires S/N,s/d,Y4630BCP,3887.0,421 375,s/d,s/d,-23.864688,-65.472178,Localización precisa,s/d,DNPyM,Municipal,1988,2017
38112050,38,38112,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Comunitario Puna,Árabe Siria y 25 de Mayo,s/d,Y4650CMB,3885.0,423 039,s/d,s/d,-22.103537,-65.597741,Localización precisa,s/d,DNPyM,Municipal,s/d,2017
38112050,38,38112,s/d,Espacios de Exhibición Patrimonial,Museos,Jujuy,La Quiaca,Museo Arqueológico Y Etnográfico Musoj Ñan,Sarmiento 60,s/d,Y4650CYN,388.0,423 423,s/d,s/d,-22.108933,-65.595921,Localización precisa,s/d,DNPyM,Privada,s/d,2017
